word,domain,type,note
نجمة,nature,arabic,star - celestial
ماء,nature,arabic,water - element
نار,nature,arabic,fire - element
أرض,nature,arabic,earth - element
أم,family,arabic,mother - maternal
أب,family,arabic,father - paternal
طفل,family,arabic,child - offspring
أجداد,family,arabic,ancestors - lineage
عائلة,family,arabic,family - kinship
عشيرة,family,arabic,clan - tribal unit
حب,emotions,arabic,love - affection
خوف,emotions,arabic,fear - anxiety
فرح,emotions,arabic,joy - happiness
غضب,emotions,arabic,anger - wrath
حزن,emotions,arabic,sadness - grief
سلام,emotions,arabic,peace - tranquility
خبز,food,arabic,bread - sustenance
شراب,food,arabic,drink - liquid
سمك,food,arabic,fish - protein
لحم,food,arabic,meat - flesh
خضار,food,arabic,vegetables - plants
فاكهة,food,arabic,fruit - sweet food
يوم,time,arabic,day - solar period
ليل,time,arabic,night - lunar period
موسم,time,arabic,season - cycle
سنة,time,arabic,year - annual
تقويم,time,arabic,calendar - time system
أبدية,time,arabic,eternity - infinite
شمال,spatial,arabic,north - direction
جنوب,spatial,arabic,south - direction
شرق,spatial,arabic,east - direction
غرب,spatial,arabic,west - direction
وسط,spatial,arabic,center - middle
فوق,spatial,arabic,above - upper
حكمة,abstract,arabic,wisdom - knowledge
قوة,abstract,arabic,power - authority
جمال,abstract,arabic,beauty - aesthetic
حقيقة,abstract,arabic,truth - veracity
شرف,abstract,arabic,honor - respect
شجاعة,abstract,arabic,courage - bravery
مشي,actions,arabic,walk - movement
جري,actions,arabic,run - motion
كلام,actions,arabic,speak - communication
رؤية,actions,arabic,see - observation
سمع,actions,arabic,hear - audition
تفكير,actions,arabic,think - cognition
