word,domain,type,note
couple,QUANTIFIERS,determiner,quantity
dual,QUANTIFIERS,determiner,quantity
double,QUANTIFIERS,determiner,quantity
twin,QUANTIFIERS,determiner,quantity
both,QUANTIFIERS,determiner,quantity
second,QUANTIFIERS,determiner,quantity
binary,QUANTIFIERS,determiner,quantity
duo,QUANTIFIERS,determiner,quantity
dyad,QUANTIFIERS,determiner,quantity
several,QUANTIFIERS,determiner,quantity
few,QUANTIFIERS,determiner,quantity
certain,QUANTIFIERS,determiner,quantity
particular,QUANTIFIERS,determiner,quantity
various,QUANTIFIERS,adjective,quantity
sundry,QUANTIFIERS,determiner,quantity
certain,QUANTIFIERS,determiner,quantity
indefinite,QUANTIFIERS,determiner,quantity
partial,QUANTIFIERS,determiner,quantity
portion,QUANTIFIERS,determiner,quantity
every,QUANTIFIERS,determiner,quantity
each,QUANTIFIERS,determiner,quantity
whole,QUANTIFIERS,determiner,quantity
entire,QUANTIFIERS,determiner,quantity
complete,QUANTIFIERS,determiner,quantity
total,QUANTIFIERS,determiner,quantity
full,QUANTIFIERS,determiner,quantity
universal,QUANTIFIERS,determiner,quantity
comprehensive,QUANTIFIERS,adjective,quantity
everything,QUANTIFIERS,verb,quantity
lot,QUANTIFIERS,determiner,quantity
plenty,QUANTIFIERS,determiner,quantity
numerous,QUANTIFIERS,adjective,quantity
abundant,QUANTIFIERS,determiner,quantity
plentiful,QUANTIFIERS,adjective,quantity
considerable,QUANTIFIERS,adjective,quantity
substantial,QUANTIFIERS,determiner,quantity
ample,QUANTIFIERS,determiner,quantity
copious,QUANTIFIERS,adjective,quantity
profuse,QUANTIFIERS,determiner,quantity
scarce,QUANTIFIERS,determiner,quantity
sparse,QUANTIFIERS,determiner,quantity
rare,QUANTIFIERS,determiner,quantity
minimal,QUANTIFIERS,determiner,quantity
slight,QUANTIFIERS,determiner,quantity
small amount,QUANTIFIERS,determiner,quantity
handful,QUANTIFIERS,adjective,quantity
scant,QUANTIFIERS,determiner,quantity
meager,QUANTIFIERS,determiner,quantity
limited,QUANTIFIERS,verb,quantity
positive,EVALUATORS,adjective,evaluation
beneficial,EVALUATORS,adjective,evaluation
valuable,EVALUATORS,adjective,evaluation
excellent,EVALUATORS,adjective,evaluation
fine,EVALUATORS,adjective,evaluation
superior,EVALUATORS,adjective,evaluation
worthy,EVALUATORS,adjective,evaluation
desirable,EVALUATORS,adjective,evaluation
favorable,EVALUATORS,adjective,evaluation
advantageous,EVALUATORS,adjective,evaluation
negative,EVALUATORS,adjective,evaluation
harmful,EVALUATORS,adjective,evaluation
poor,EVALUATORS,adjective,evaluation
inferior,EVALUATORS,adjective,evaluation
wrong,EVALUATORS,adjective,evaluation
evil,EVALUATORS,adjective,evaluation
adverse,EVALUATORS,adjective,evaluation
unfavorable,EVALUATORS,adjective,evaluation
detrimental,EVALUATORS,adjective,evaluation
undesirable,EVALUATORS,adjective,evaluation
large,DESCRIPTORS,adjective,property
great,DESCRIPTORS,adjective,property
huge,DESCRIPTORS,adjective,property
enormous,DESCRIPTORS,adjective,property
vast,DESCRIPTORS,adjective,property
immense,DESCRIPTORS,adjective,property
massive,DESCRIPTORS,adjective,property
gigantic,DESCRIPTORS,adjective,property
substantial,DESCRIPTORS,adjective,property
considerable,DESCRIPTORS,adjective,property
little,DESCRIPTORS,adjective,property
tiny,DESCRIPTORS,adjective,property
minute,DESCRIPTORS,adjective,property
miniature,DESCRIPTORS,adjective,property
petite,DESCRIPTORS,adjective,property
compact,DESCRIPTORS,adjective,property
minor,DESCRIPTORS,adjective,property
slight,DESCRIPTORS,adjective,property
diminutive,DESCRIPTORS,adjective,property
microscopic,DESCRIPTORS,adjective,property
thought,MENTAL_PREDICATES,verb,cognition
believe,MENTAL_PREDICATES,verb,cognition
consider,MENTAL_PREDICATES,verb,cognition
ponder,MENTAL_PREDICATES,verb,cognition
reflect,MENTAL_PREDICATES,verb,cognition
contemplate,MENTAL_PREDICATES,verb,cognition
reason,MENTAL_PREDICATES,verb,cognition
assume,MENTAL_PREDICATES,verb,cognition
suppose,MENTAL_PREDICATES,verb,cognition
imagine,MENTAL_PREDICATES,verb,cognition
knowledge,MENTAL_PREDICATES,verb,cognition
aware,MENTAL_PREDICATES,verb,cognition
understand,MENTAL_PREDICATES,verb,cognition
comprehend,MENTAL_PREDICATES,verb,cognition
realize,MENTAL_PREDICATES,verb,cognition
recognize,MENTAL_PREDICATES,verb,cognition
familiar,MENTAL_PREDICATES,verb,cognition
cognizant,MENTAL_PREDICATES,verb,cognition
informed,MENTAL_PREDICATES,verb,cognition
learned,MENTAL_PREDICATES,verb,cognition
desire,MENTAL_PREDICATES,verb,cognition
wish,MENTAL_PREDICATES,verb,cognition
need,MENTAL_PREDICATES,verb,cognition
crave,MENTAL_PREDICATES,verb,cognition
yearn,MENTAL_PREDICATES,verb,cognition
long,MENTAL_PREDICATES,verb,cognition
aspire,MENTAL_PREDICATES,verb,cognition
hunger,MENTAL_PREDICATES,verb,cognition
appetite,MENTAL_PREDICATES,verb,cognition
inclination,MENTAL_PREDICATES,verb,cognition
unwilling,MENTAL_PREDICATES,verb,cognition
reluctant,MENTAL_PREDICATES,verb,cognition
averse,MENTAL_PREDICATES,verb,cognition
disinclined,MENTAL_PREDICATES,verb,cognition
opposed,MENTAL_PREDICATES,verb,cognition
refuse,MENTAL_PREDICATES,verb,cognition
reject,MENTAL_PREDICATES,verb,cognition
decline,MENTAL_PREDICATES,verb,cognition
resist,MENTAL_PREDICATES,verb,cognition
avoid,MENTAL_PREDICATES,verb,cognition
emotion,MENTAL_PREDICATES,verb,cognition
sensation,MENTAL_PREDICATES,verb,cognition
sense,MENTAL_PREDICATES,verb,cognition
experience,MENTAL_PREDICATES,verb,cognition
perception,MENTAL_PREDICATES,verb,cognition
sentiment,MENTAL_PREDICATES,verb,cognition
feeling,MENTAL_PREDICATES,verb,cognition
touch,MENTAL_PREDICATES,verb,cognition
tactile,MENTAL_PREDICATES,verb,cognition
awareness,MENTAL_PREDICATES,verb,cognition
vision,MENTAL_PREDICATES,verb,cognition
sight,MENTAL_PREDICATES,verb,cognition
look,MENTAL_PREDICATES,verb,cognition
observe,MENTAL_PREDICATES,verb,cognition
view,MENTAL_PREDICATES,verb,cognition
watch,MENTAL_PREDICATES,verb,cognition
perceive,MENTAL_PREDICATES,adjective,cognition
witness,MENTAL_PREDICATES,verb,cognition
behold,MENTAL_PREDICATES,verb,cognition
gaze,MENTAL_PREDICATES,verb,cognition
listen,MENTAL_PREDICATES,verb,cognition
sound,MENTAL_PREDICATES,verb,cognition
auditory,MENTAL_PREDICATES,verb,cognition
acoustic,MENTAL_PREDICATES,verb,cognition
ear,MENTAL_PREDICATES,verb,cognition
perceive,MENTAL_PREDICATES,adjective,cognition
detect,MENTAL_PREDICATES,verb,cognition
catch,MENTAL_PREDICATES,verb,cognition
overhear,MENTAL_PREDICATES,verb,cognition
hearing,MENTAL_PREDICATES,verb,cognition
speak,SPEECH,verb,communication
tell,SPEECH,verb,communication
talk,SPEECH,verb,communication
utter,SPEECH,verb,communication
express,SPEECH,verb,communication
state,SPEECH,verb,communication
declare,SPEECH,verb,communication
mention,SPEECH,verb,communication
communicate,SPEECH,verb,communication
articulate,SPEECH,verb,communication
language,SPEECH,verb,communication
vocabulary,SPEECH,verb,communication
terms,SPEECH,verb,communication
expressions,SPEECH,verb,communication
speech,SPEECH,verb,communication
utterance,SPEECH,verb,communication
lexicon,SPEECH,verb,communication
terminology,SPEECH,verb,communication
wording,SPEECH,verb,communication
phrasing,SPEECH,verb,communication
truth,SPEECH,verb,communication
fact,SPEECH,verb,communication
reality,SPEECH,verb,communication
actual,SPEECH,verb,communication
genuine,SPEECH,verb,communication
real,SPEECH,verb,communication
authentic,SPEECH,verb,communication
valid,SPEECH,verb,communication
accurate,SPEECH,verb,communication
correct,SPEECH,verb,communication
act,ACTIONS_EVENTS_MOVEMENT,verb,action
perform,ACTIONS_EVENTS_MOVEMENT,verb,action
execute,ACTIONS_EVENTS_MOVEMENT,verb,action
accomplish,ACTIONS_EVENTS_MOVEMENT,verb,action
carry out,ACTIONS_EVENTS_MOVEMENT,verb,action
conduct,ACTIONS_EVENTS_MOVEMENT,verb,action
make,ACTIONS_EVENTS_MOVEMENT,verb,action
practice,ACTIONS_EVENTS_MOVEMENT,verb,action
undertake,ACTIONS_EVENTS_MOVEMENT,verb,action
action,ACTIONS_EVENTS_MOVEMENT,verb,action
occur,ACTIONS_EVENTS_MOVEMENT,verb,action
take place,ACTIONS_EVENTS_MOVEMENT,verb,action
transpire,ACTIONS_EVENTS_MOVEMENT,verb,action
come about,ACTIONS_EVENTS_MOVEMENT,verb,action
arise,ACTIONS_EVENTS_MOVEMENT,verb,action
emerge,ACTIONS_EVENTS_MOVEMENT,verb,action
develop,ACTIONS_EVENTS_MOVEMENT,verb,action
unfold,ACTIONS_EVENTS_MOVEMENT,verb,action
event,ACTIONS_EVENTS_MOVEMENT,verb,action
incident,ACTIONS_EVENTS_MOVEMENT,verb,action
motion,ACTIONS_EVENTS_MOVEMENT,verb,action
shift,ACTIONS_EVENTS_MOVEMENT,verb,action
transfer,ACTIONS_EVENTS_MOVEMENT,verb,action
relocate,ACTIONS_EVENTS_MOVEMENT,verb,action
travel,ACTIONS_EVENTS_MOVEMENT,verb,action
proceed,ACTIONS_EVENTS_MOVEMENT,verb,action
advance,ACTIONS_EVENTS_MOVEMENT,verb,action
migrate,ACTIONS_EVENTS_MOVEMENT,verb,action
flow,ACTIONS_EVENTS_MOVEMENT,verb,action
transport,ACTIONS_EVENTS_MOVEMENT,verb,action
located,LOCATION_EXISTENCE,verb,existence
situated,LOCATION_EXISTENCE,verb,existence
positioned,LOCATION_EXISTENCE,verb,existence
placed,LOCATION_EXISTENCE,verb,existence
exist at,LOCATION_EXISTENCE,other,existence
reside,LOCATION_EXISTENCE,other,existence
dwell,LOCATION_EXISTENCE,other,existence
occupy,LOCATION_EXISTENCE,other,existence
inhabit,LOCATION_EXISTENCE,other,existence
stay,LOCATION_EXISTENCE,other,existence
exists,LOCATION_EXISTENCE,other,existence
present,LOCATION_EXISTENCE,other,existence
available,LOCATION_EXISTENCE,adjective,existence
occurring,LOCATION_EXISTENCE,verb,existence
found,LOCATION_EXISTENCE,other,existence
extant,LOCATION_EXISTENCE,other,existence
existence,LOCATION_EXISTENCE,other,existence
being,LOCATION_EXISTENCE,verb,existence
presence,LOCATION_EXISTENCE,other,existence
reality,LOCATION_EXISTENCE,other,existence
is,LOCATION_EXISTENCE,other,existence
am,LOCATION_EXISTENCE,other,existence
are,LOCATION_EXISTENCE,other,existence
being,LOCATION_EXISTENCE,verb,existence
existence,LOCATION_EXISTENCE,other,existence
identity,LOCATION_EXISTENCE,other,existence
essence,LOCATION_EXISTENCE,other,existence
nature,LOCATION_EXISTENCE,other,existence
entity,LOCATION_EXISTENCE,other,existence
thing,LOCATION_EXISTENCE,verb,existence
possess,LOCATION_EXISTENCE,other,existence
own,LOCATION_EXISTENCE,other,existence
have,LOCATION_EXISTENCE,other,existence
belong,LOCATION_EXISTENCE,other,existence
property,LOCATION_EXISTENCE,other,existence
possession,LOCATION_EXISTENCE,other,existence
ownership,LOCATION_EXISTENCE,other,existence
mine,LOCATION_EXISTENCE,other,existence
my,LOCATION_EXISTENCE,other,existence
belonging,LOCATION_EXISTENCE,verb,existence
alive,LIFE_DEATH,adjective,life
life,LIFE_DEATH,verb,life
exist,LIFE_DEATH,verb,life
survive,LIFE_DEATH,adjective,life
being,LIFE_DEATH,verb,life
living,LIFE_DEATH,verb,life
vitality,LIFE_DEATH,verb,life
animate,LIFE_DEATH,verb,life
organism,LIFE_DEATH,verb,life
biological,LIFE_DEATH,verb,life
death,LIFE_DEATH,verb,life
dead,LIFE_DEATH,verb,life
perish,LIFE_DEATH,verb,life
expire,LIFE_DEATH,verb,life
deceased,LIFE_DEATH,verb,life
mortality,LIFE_DEATH,verb,life
demise,LIFE_DEATH,verb,life
passing,LIFE_DEATH,verb,life
end,LIFE_DEATH,verb,life
termination,LIFE_DEATH,verb,life
time,TIME,other,temporal
temporal,TIME,other,temporal
timing,TIME,verb,temporal
occasion,TIME,other,temporal
moment,TIME,other,temporal
instance,TIME,other,temporal
period,TIME,other,temporal
point,TIME,other,temporal
duration,TIME,other,temporal
while,TIME,other,temporal
present,TIME,other,temporal
current,TIME,other,temporal
currently,TIME,adverb,temporal
presently,TIME,adverb,temporal
today,TIME,other,temporal
nowadays,TIME,other,temporal
contemporary,TIME,other,temporal
modern,TIME,other,temporal
immediate,TIME,verb,temporal
instant,TIME,other,temporal
prior,TIME,other,temporal
earlier,TIME,other,temporal
previously,TIME,adverb,temporal
formerly,TIME,adverb,temporal
past,TIME,other,temporal
preceding,TIME,verb,temporal
anterior,TIME,other,temporal
ahead,TIME,other,temporal
pre,TIME,other,temporal
antecedent,TIME,other,temporal
later,TIME,other,temporal
subsequent,TIME,other,temporal
following,TIME,verb,temporal
next,TIME,other,temporal
future,TIME,other,temporal
afterward,TIME,other,temporal
succeeding,TIME,verb,temporal
post,TIME,other,temporal
posterior,TIME,other,temporal
ensuing,TIME,verb,temporal
long duration,TIME,other,temporal
extended period,TIME,other,temporal
lengthy,TIME,other,temporal
prolonged,TIME,verb,temporal
sustained,TIME,verb,temporal
ages,TIME,other,temporal
eons,TIME,other,temporal
years,TIME,other,temporal
extended,TIME,verb,temporal
protracted,TIME,verb,temporal
brief,TIME,other,temporal
moment,TIME,other,temporal
instant,TIME,other,temporal
quickly,TIME,adverb,temporal
temporary,TIME,other,temporal
fleeting,TIME,verb,temporal
transient,TIME,other,temporal
short duration,TIME,other,temporal
momentary,TIME,other,temporal
ephemeral,TIME,other,temporal
while,TIME,other,temporal
period,TIME,other,temporal
duration,TIME,other,temporal
spell,TIME,other,temporal
stretch,TIME,other,temporal
interval,TIME,other,temporal
phase,TIME,other,temporal
temporarily,TIME,adverb,temporal
awhile,TIME,other,temporal
instant,TIME,other,temporal
second,TIME,other,temporal
minute,TIME,other,temporal
point,TIME,other,temporal
juncture,TIME,other,temporal
flash,TIME,other,temporal
split second,TIME,other,temporal
blink,TIME,other,temporal
twinkling,TIME,verb,temporal
now,TIME,other,temporal
place,SPACE,other,spatial
location,SPACE,other,spatial
position,SPACE,other,spatial
spot,SPACE,other,spatial
site,SPACE,other,spatial
locale,SPACE,other,spatial
area,SPACE,other,spatial
region,SPACE,other,spatial
space,SPACE,other,spatial
spatial,SPACE,other,spatial
this place,SPACE,other,spatial
present location,SPACE,other,spatial
spot,SPACE,other,spatial
local,SPACE,other,spatial
nearby,SPACE,other,spatial
hereabouts,SPACE,other,spatial
proximate,SPACE,verb,spatial
on-site,SPACE,other,spatial
in situ,SPACE,other,spatial
over,SPACE,other,spatial
overhead,SPACE,other,spatial
higher,SPACE,other,spatial
up,SPACE,other,spatial
upward,SPACE,other,spatial
superior,SPACE,other,spatial
top,SPACE,other,spatial
upper,SPACE,other,spatial
aloft,SPACE,other,spatial
skyward,SPACE,other,spatial
under,SPACE,other,spatial
beneath,SPACE,other,spatial
underneath,SPACE,other,spatial
lower,SPACE,other,spatial
down,SPACE,other,spatial
downward,SPACE,other,spatial
inferior,SPACE,other,spatial
bottom,SPACE,other,spatial
nether,SPACE,other,spatial
underground,SPACE,other,spatial
distant,SPACE,other,spatial
remote,SPACE,other,spatial
away,SPACE,other,spatial
faraway,SPACE,other,spatial
removed,SPACE,verb,spatial
distant,SPACE,other,spatial
yonder,SPACE,other,spatial
afar,SPACE,other,spatial
distantly,SPACE,adverb,spatial
remotely,SPACE,adverb,spatial
close,SPACE,other,spatial
nearby,SPACE,other,spatial
adjacent,SPACE,other,spatial
proximate,SPACE,verb,spatial
neighboring,SPACE,verb,spatial
nigh,SPACE,other,spatial
vicinity,SPACE,other,spatial
closeness,SPACE,other,spatial
proximity,SPACE,other,spatial
immediate,SPACE,verb,spatial
flank,SPACE,other,spatial
edge,SPACE,other,spatial
lateral,SPACE,other,spatial
beside,SPACE,other,spatial
alongside,SPACE,other,spatial
border,SPACE,other,spatial
margin,SPACE,other,spatial
periphery,SPACE,other,spatial
aspect,SPACE,other,spatial
face,SPACE,other,spatial
interior,SPACE,other,spatial
within,SPACE,other,spatial
inner,SPACE,other,spatial
internal,SPACE,other,spatial
inward,SPACE,other,spatial
indoors,SPACE,other,spatial
enclosed,SPACE,verb,spatial
contained,SPACE,verb,spatial
midst,SPACE,other,spatial
core,SPACE,other,spatial
contact,SPACE,other,spatial
feel,SPACE,other,spatial
tactile,SPACE,other,spatial
tangible,SPACE,adjective,spatial
palpable,SPACE,adjective,spatial
handle,SPACE,other,spatial
grasp,SPACE,other,spatial
brush,SPACE,other,spatial
physical contact,SPACE,other,spatial
sensation,SPACE,other,spatial
no,LOGICAL_CONCEPTS,conjunction,logic
negation,LOGICAL_CONCEPTS,conjunction,logic
negative,LOGICAL_CONCEPTS,adjective,logic
denial,LOGICAL_CONCEPTS,conjunction,logic
refusal,LOGICAL_CONCEPTS,conjunction,logic
contrary,LOGICAL_CONCEPTS,conjunction,logic
opposite,LOGICAL_CONCEPTS,conjunction,logic
absence,LOGICAL_CONCEPTS,conjunction,logic
lack,LOGICAL_CONCEPTS,conjunction,logic
without,LOGICAL_CONCEPTS,conjunction,logic
perhaps,LOGICAL_CONCEPTS,conjunction,logic
possibly,LOGICAL_CONCEPTS,adverb,logic
might,LOGICAL_CONCEPTS,conjunction,logic
could be,LOGICAL_CONCEPTS,conjunction,logic
uncertain,LOGICAL_CONCEPTS,conjunction,logic
probability,LOGICAL_CONCEPTS,conjunction,logic
chance,LOGICAL_CONCEPTS,conjunction,logic
potential,LOGICAL_CONCEPTS,conjunction,logic
conceivably,LOGICAL_CONCEPTS,adverb,logic
perchance,LOGICAL_CONCEPTS,conjunction,logic
able,LOGICAL_CONCEPTS,adjective,logic
ability,LOGICAL_CONCEPTS,conjunction,logic
capable,LOGICAL_CONCEPTS,adjective,logic
capacity,LOGICAL_CONCEPTS,conjunction,logic
power,LOGICAL_CONCEPTS,conjunction,logic
potential,LOGICAL_CONCEPTS,conjunction,logic
possible,LOGICAL_CONCEPTS,adjective,logic
competent,LOGICAL_CONCEPTS,conjunction,logic
skill,LOGICAL_CONCEPTS,conjunction,logic
faculty,LOGICAL_CONCEPTS,conjunction,logic
reason,LOGICAL_CONCEPTS,conjunction,logic
cause,LOGICAL_CONCEPTS,conjunction,logic
why,LOGICAL_CONCEPTS,conjunction,logic
explanation,LOGICAL_CONCEPTS,conjunction,logic
motive,LOGICAL_CONCEPTS,adjective,logic
basis,LOGICAL_CONCEPTS,conjunction,logic
grounds,LOGICAL_CONCEPTS,conjunction,logic
rationale,LOGICAL_CONCEPTS,conjunction,logic
purpose,LOGICAL_CONCEPTS,conjunction,logic
origin,LOGICAL_CONCEPTS,conjunction,logic
condition,LOGICAL_CONCEPTS,conjunction,logic
conditional,LOGICAL_CONCEPTS,conjunction,logic
suppose,LOGICAL_CONCEPTS,conjunction,logic
assuming,LOGICAL_CONCEPTS,verb,logic
provided,LOGICAL_CONCEPTS,verb,logic
whether,LOGICAL_CONCEPTS,conjunction,logic
contingent,LOGICAL_CONCEPTS,conjunction,logic
hypothesis,LOGICAL_CONCEPTS,conjunction,logic
case,LOGICAL_CONCEPTS,conjunction,logic
circumstance,LOGICAL_CONCEPTS,conjunction,logic
extremely,INTENSIFIER_AUGMENTOR,adverb,degree
highly,INTENSIFIER_AUGMENTOR,adverb,degree
intensely,INTENSIFIER_AUGMENTOR,adverb,degree
greatly,INTENSIFIER_AUGMENTOR,adverb,degree
much,INTENSIFIER_AUGMENTOR,adverb,degree
really,INTENSIFIER_AUGMENTOR,adverb,degree
quite,INTENSIFIER_AUGMENTOR,adverb,degree
considerably,INTENSIFIER_AUGMENTOR,adverb,degree
exceptionally,INTENSIFIER_AUGMENTOR,adverb,degree
remarkably,INTENSIFIER_AUGMENTOR,adverb,degree
additional,INTENSIFIER_AUGMENTOR,adverb,degree
extra,INTENSIFIER_AUGMENTOR,adverb,degree
further,INTENSIFIER_AUGMENTOR,adverb,degree
greater,INTENSIFIER_AUGMENTOR,adverb,degree
increase,INTENSIFIER_AUGMENTOR,adverb,degree
plus,INTENSIFIER_AUGMENTOR,adverb,degree
add,INTENSIFIER_AUGMENTOR,adverb,degree
supplement,INTENSIFIER_AUGMENTOR,adverb,degree
augment,INTENSIFIER_AUGMENTOR,adverb,degree
exceed,INTENSIFIER_AUGMENTOR,verb,degree
similar,SIMILARITY,other,comparison
same,SIMILARITY,other,comparison
resembling,SIMILARITY,verb,comparison
comparable,SIMILARITY,adjective,comparison
analogous,SIMILARITY,adjective,comparison
alike,SIMILARITY,other,comparison
equivalent,SIMILARITY,other,comparison
parallel,SIMILARITY,other,comparison
corresponding,SIMILARITY,verb,comparison
similarity,SIMILARITY,other,comparison
