word,domain,type,note
specific,DETERMINERS,determiner,reference
duplicate,DETERMINERS,verb,reference
twin,DETERMINERS,determiner,reference
rest,DETERMINERS,determiner,reference
otherwise,DETERMINERS,determiner,reference
solitary,QUANTIFIERS,determiner,quantity
only,QUANTIFIERS,adverb,quantity
twice,QUANTIFIERS,determiner,quantity
everybody,QUANTIFIERS,determiner,quantity
altogether,QUANTIFIERS,determiner,quantity
quantity,QUANTIFIERS,determiner,quantity
multitude,QUANTIFIERS,determiner,quantity
insufficient,QUANTIFIERS,determiner,quantity
nice,EVALUATORS,adjective,evaluation
pleasant,EVALUATORS,adjective,evaluation
virtue,EVALUATORS,adjective,evaluation
quality,EVALUATORS,adjective,evaluation
merit,EVALUATORS,adjective,evaluation
right,EVALUATORS,adjective,evaluation
proper,EVALUATORS,adjective,evaluation
sound,EVALUATORS,adjective,evaluation
healthy,EVALUATORS,adjective,evaluation
defective,EVALUATORS,adjective,evaluation
faulty,EVALUATORS,adjective,evaluation
vice,EVALUATORS,adjective,evaluation
wicked,EVALUATORS,verb,evaluation
improper,EVALUATORS,adjective,evaluation
inadequate,EVALUATORS,verb,evaluation
flawed,EVALUATORS,verb,evaluation
major,DESCRIPTORS,adjective,property
significant,DESCRIPTORS,adjective,property
extensive,DESCRIPTORS,adjective,property
spacious,DESCRIPTORS,adjective,property
grand,DESCRIPTORS,adjective,property
magnitude,DESCRIPTORS,adjective,property
size,DESCRIPTORS,verb,property
insignificant,DESCRIPTORS,adjective,property
cognition,MENTAL_PREDICATES,verb,cognition
mental,MENTAL_PREDICATES,verb,cognition
mind,MENTAL_PREDICATES,verb,cognition
idea,MENTAL_PREDICATES,verb,cognition
opinion,MENTAL_PREDICATES,verb,cognition
view,MENTAL_PREDICATES,verb,cognition
judgment,MENTAL_PREDICATES,verb,cognition
conception,MENTAL_PREDICATES,verb,cognition
notion,MENTAL_PREDICATES,verb,cognition
understanding,MENTAL_PREDICATES,verb,cognition
deliberate,MENTAL_PREDICATES,verb,cognition
meditate,MENTAL_PREDICATES,verb,cognition
speculate,MENTAL_PREDICATES,verb,cognition
ruminate,MENTAL_PREDICATES,verb,cognition
cogitate,MENTAL_PREDICATES,verb,cognition
muse,MENTAL_PREDICATES,verb,cognition
wisdom,MENTAL_PREDICATES,verb,cognition
understanding,MENTAL_PREDICATES,verb,cognition
grasp,MENTAL_PREDICATES,verb,cognition
perceive,MENTAL_PREDICATES,adjective,cognition
discern,MENTAL_PREDICATES,verb,cognition
identify,MENTAL_PREDICATES,verb,cognition
acknowledge,MENTAL_PREDICATES,verb,cognition
certainty,MENTAL_PREDICATES,verb,cognition
expertise,MENTAL_PREDICATES,verb,cognition
acquaintance,MENTAL_PREDICATES,verb,cognition
consciousness,MENTAL_PREDICATES,verb,cognition
insight,MENTAL_PREDICATES,verb,cognition
preference,MENTAL_PREDICATES,verb,cognition
urge,MENTAL_PREDICATES,verb,cognition
will,MENTAL_PREDICATES,verb,cognition
motivation,MENTAL_PREDICATES,verb,cognition
drive,MENTAL_PREDICATES,adjective,cognition
ambition,MENTAL_PREDICATES,verb,cognition
intent,MENTAL_PREDICATES,verb,cognition
purpose,MENTAL_PREDICATES,verb,cognition
seeking,MENTAL_PREDICATES,verb,cognition
demand,MENTAL_PREDICATES,verb,cognition
unwanted,MENTAL_PREDICATES,verb,cognition
undesirable,MENTAL_PREDICATES,adjective,cognition
mood,MENTAL_PREDICATES,verb,cognition
affect,MENTAL_PREDICATES,verb,cognition
passion,MENTAL_PREDICATES,verb,cognition
impression,MENTAL_PREDICATES,verb,cognition
consciousness,MENTAL_PREDICATES,verb,cognition
sensitivity,MENTAL_PREDICATES,verb,cognition
visual,MENTAL_PREDICATES,verb,cognition
eye,MENTAL_PREDICATES,verb,cognition
notice,MENTAL_PREDICATES,verb,cognition
spot,MENTAL_PREDICATES,verb,cognition
glimpse,MENTAL_PREDICATES,verb,cognition
scan,MENTAL_PREDICATES,verb,cognition
examine,MENTAL_PREDICATES,verb,cognition
inspect,MENTAL_PREDICATES,verb,cognition
optical,MENTAL_PREDICATES,verb,cognition
audio,MENTAL_PREDICATES,verb,cognition
noise,MENTAL_PREDICATES,verb,cognition
tone,MENTAL_PREDICATES,verb,cognition
voice,MENTAL_PREDICATES,verb,cognition
audible,MENTAL_PREDICATES,adjective,cognition
sonic,MENTAL_PREDICATES,verb,cognition
pronounce,SPEECH,verb,communication
voice,SPEECH,verb,communication
verbalize,SPEECH,verb,communication
remark,SPEECH,verb,communication
comment,SPEECH,verb,communication
convey,SPEECH,verb,communication
narrate,SPEECH,verb,communication
relate,SPEECH,verb,communication
speech,SPEECH,verb,communication
language,SPEECH,verb,communication
diction,SPEECH,verb,communication
verbal,SPEECH,verb,communication
verity,SPEECH,verb,communication
honest,SPEECH,verb,communication
sincere,SPEECH,verb,communication
truthful,SPEECH,adjective,communication
deed,ACTIONS_EVENTS_MOVEMENT,verb,action
activity,ACTIONS_EVENTS_MOVEMENT,verb,action
behavior,ACTIONS_EVENTS_MOVEMENT,verb,action
operation,ACTIONS_EVENTS_MOVEMENT,verb,action
work,ACTIONS_EVENTS_MOVEMENT,verb,action
function,ACTIONS_EVENTS_MOVEMENT,verb,action
agency,ACTIONS_EVENTS_MOVEMENT,verb,action
occurrence,ACTIONS_EVENTS_MOVEMENT,verb,action
phenomenon,ACTIONS_EVENTS_MOVEMENT,verb,action
circumstance,ACTIONS_EVENTS_MOVEMENT,verb,action
situation,ACTIONS_EVENTS_MOVEMENT,verb,action
episode,ACTIONS_EVENTS_MOVEMENT,verb,action
displacement,ACTIONS_EVENTS_MOVEMENT,verb,action
movement,ACTIONS_EVENTS_MOVEMENT,verb,action
locomotion,ACTIONS_EVENTS_MOVEMENT,verb,action
transit,ACTIONS_EVENTS_MOVEMENT,verb,action
journey,ACTIONS_EVENTS_MOVEMENT,verb,action
go,ACTIONS_EVENTS_MOVEMENT,verb,action
remain,LOCATION_EXISTENCE,other,existence
state,LOCATION_EXISTENCE,verb,existence
condition,LOCATION_EXISTENCE,other,existence
entitled,LOCATION_EXISTENCE,verb,existence
breath,LIFE_DEATH,verb,life
existence,LIFE_DEATH,verb,life
dwell,LIFE_DEATH,verb,life
reside,LIFE_DEATH,verb,life
lifeless,LIFE_DEATH,adjective,life
extinct,LIFE_DEATH,verb,life
fatal,LIFE_DEATH,verb,life
chronological,TIME,other,temporal
moment,TIME,other,temporal
previous,TIME,adjective,temporal
geography,SPACE,other,spatial
point,SPACE,other,spatial
zone,SPACE,other,spatial
elevated,SPACE,verb,spatial
negate,LOGICAL_CONCEPTS,verb,logic
reject,LOGICAL_CONCEPTS,conjunction,logic
cancel,LOGICAL_CONCEPTS,conjunction,logic
enable,LOGICAL_CONCEPTS,adjective,logic
allow,LOGICAL_CONCEPTS,conjunction,logic
permit,LOGICAL_CONCEPTS,conjunction,logic
source,LOGICAL_CONCEPTS,conjunction,logic
factor,LOGICAL_CONCEPTS,conjunction,logic
causation,LOGICAL_CONCEPTS,conjunction,logic
supposition,LOGICAL_CONCEPTS,conjunction,logic
intensity,INTENSIFIER_AUGMENTOR,adverb,degree
degree,INTENSIFIER_AUGMENTOR,adverb,degree
surplus,INTENSIFIER_AUGMENTOR,adverb,degree
excess,INTENSIFIER_AUGMENTOR,adverb,degree
resemblance,SIMILARITY,other,comparison
affinity,SIMILARITY,other,comparison
likeness,SIMILARITY,other,comparison
