word,domain,type,note
population,statistics,concept,complete dataset
force,mechanics,concept,push or pull
mass,mechanics,property,matter quantity
acceleration,mechanics,concept,velocity change
velocity,mechanics,concept,speed with direction
speed,mechanics,concept,distance per time
momentum,mechanics,concept,mass times velocity
energy,mechanics,concept,capacity for work
kinetic,mechanics,concept,motion energy
potential,mechanics,concept,stored energy
work,mechanics,concept,force times distance
power,mechanics,concept,energy per time
pressure,mechanics,concept,force per area
density,mechanics,property,mass per volume
friction,mechanics,force,resistance force
gravity,mechanics,force,attractive force
newton,mechanics,unit,force unit
joule,mechanics,unit,energy unit
watt,mechanics,unit,power unit
heat,thermodynamics,concept,thermal energy
temperature,thermodynamics,property,thermal state
entropy,thermodynamics,concept,disorder measure
enthalpy,thermodynamics,concept,heat content
thermal,thermodynamics,concept,relating to heat
specific heat,thermodynamics,property,heat capacity
conductivity,thermodynamics,property,heat transfer
radiation,thermodynamics,process,energy emission
convection,thermodynamics,process,heat transfer
conduction,thermodynamics,process,heat transfer
gas law,thermodynamics,law,gas behavior
ideal gas,thermodynamics,concept,theoretical gas
absolute zero,thermodynamics,temperature,lowest temperature
kelvin,thermodynamics,unit,temperature unit
celsius,thermodynamics,unit,temperature unit
fahrenheit,thermodynamics,unit,temperature unit
charge,electromagnetism,property,electric property
current,electromagnetism,concept,charge flow
voltage,electromagnetism,concept,electric potential
resistance,electromagnetism,property,current opposition
capacitance,electromagnetism,property,charge storage
inductance,electromagnetism,property,magnetic storage
electric field,electromagnetism,concept,electric force field
magnetic field,electromagnetism,concept,magnetic force field
electromagnetic,electromagnetism,concept,electric and magnetic
electron,electromagnetism,particle,negative particle
proton,electromagnetism,particle,positive particle
neutron,electromagnetism,particle,neutral particle
ion,electromagnetism,particle,charged atom
conductor,electromagnetism,material,current flows
insulator,electromagnetism,material,blocks current
semiconductor,electromagnetism,material,controlled conduction
wave,waves,concept,energy propagation
frequency,waves,property,oscillation rate
wavelength,waves,property,wave length
amplitude,waves,property,wave height
phase,waves,property,wave position
interference,waves,phenomenon,wave interaction
diffraction,waves,phenomenon,wave bending
refraction,waves,phenomenon,wave direction change
reflection,waves,phenomenon,wave bouncing
light,waves,phenomenon,electromagnetic radiation
photon,waves,particle,light particle
electromagnetic spectrum,waves,concept,all EM radiation
visible light,waves,concept,light we see
infrared,waves,concept,heat radiation
ultraviolet,waves,concept,UV radiation
laser,waves,device,coherent light
optical,waves,concept,relating to light
quantum,quantum,concept,energy packets
relativity,relativity,theory,Einstein's theory
spacetime,relativity,concept,space and time
mass-energy,relativity,concept,E=mc²
uncertainty principle,quantum,principle,Heisenberg principle
wave-particle duality,quantum,concept,dual nature
atom,quantum,particle,basic matter unit
nucleus,nuclear,structure,atom center
radioactive,nuclear,property,unstable decay
decay,nuclear,process,radioactive breakdown
fusion,nuclear,process,nuclei combining
fission,nuclear,process,nucleus splitting
particle,quantum,concept,basic matter unit
antimatter,quantum,concept,opposite matter
black hole,relativity,object,collapsed star
big bang,relativity,theory,universe origin
c,constants,constant,speed of light
h,constants,constant,Planck constant
G,constants,constant,gravitational constant
k,constants,constant,Boltzmann constant
R,constants,constant,gas constant
NA,constants,constant,Avogadro number
me,constants,constant,electron mass
mp,constants,constant,proton mass
elementary charge,constants,constant,fundamental charge
Planck constant,constants,constant,quantum constant
speed of light,constants,constant,universal speed limit
gravitational constant,constants,constant,gravity strength
Boltzmann constant,constants,constant,thermal constant
gas constant,constants,constant,ideal gas constant
Avogadro number,constants,constant,particle count
pi,constants,constant,circle ratio
euler,constants,constant,natural base
golden ratio,constants,constant,aesthetic ratio
natural logarithm,constants,function,ln function
square root of 2,constants,constant,diagonal ratio
fibonacci,constants,sequence,famous sequence
theory,scientific_method,concept,explanatory framework
hypothesis,scientific_method,concept,testable prediction
experiment,scientific_method,process,controlled test
observation,measurement,process,data collection
measurement,measurement,process,quantifying
data,measurement,concept,collected information
analysis,scientific_method,process,data interpretation
conclusion,scientific_method,result,final determination
proof,logic,concept,logical demonstration
theorem,logic,statement,proven statement
lemma,logic,statement,helper theorem
axiom,logic,statement,assumed truth
postulate,logic,statement,geometric assumption
scientific method,scientific_method,process,systematic investigation
peer review,scientific_method,process,expert evaluation
